chrBase	chr	base	strand	coverage	freqC	freqT
1.22296938	1	22296938	F	123	92.68	7.32
1.22296947	1	22296947	F	129	68.99	31.01
1.22296953	1	22296953	F	124	91.13	8.87
1.22296948	1	22296948	R	135	77.78	22.22
1.22296954	1	22296954	R	133	85.71	14.29
1.22296992	1	22296992	R	137	68.61	31.39
1.22321154	1	22321154	R	10	10.00	90.00
1.22321168	1	22321168	R	10	100.00	0.00
1.22367401	1	22367401	F	10	40.00	60.00
1.22367439	1	22367439	F	10	40.00	60.00
1.22382111	1	22382111	F	245	94.69	5.31
1.22382120	1	22382120	F	241	87.97	12.03
1.22382250	1	22382250	R	261	79.31	20.69
1.22382298	1	22382298	R	265	70.94	29.06
1.22391150	1	22391150	F	286	91.61	8.39
1.22391315	1	22391315	R	82	91.46	8.54
1.22391346	1	22391346	R	86	97.67	2.33
1.22391360	1	22391360	R	88	92.05	7.95
1.22398399	1	22398399	F	230	90.00	10.00
1.22398438	1	22398438	F	221	69.68	30.32
1.22398556	1	22398556	F	67	82.09	17.91
1.22398562	1	22398562	F	67	88.06	11.94
1.22398569	1	22398569	F	67	73.13	26.87
1.22398633	1	22398633	F	127	96.85	3.15
1.22398681	1	22398681	F	122	95.08	4.92
1.22398689	1	22398689	F	24	95.83	4.17
1.22398695	1	22398695	F	24	100.00	0.00
1.22398521	1	22398521	R	174	72.99	27.01
1.22398527	1	22398527	R	175	94.86	5.14
1.22398530	1	22398530	R	12	0.00	100.00
1.22398557	1	22398557	R	180	85.56	14.44
1.22398611	1	22398611	R	190	92.11	7.89
1.22398620	1	22398620	R	194	89.18	10.82
1.22398623	1	22398623	R	189	94.18	5.82
1.22398634	1	22398634	R	194	91.24	8.76
1.22398682	1	22398682	R	81	95.06	4.94
1.22398686	1	22398686	R	84	80.95	19.05
1.22398690	1	22398690	R	85	96.47	3.53
1.22398696	1	22398696	R	27	92.59	7.41
1.22398722	1	22398722	R	27	100.00	0.00
1.22401962	1	22401962	F	138	96.38	3.62
1.22425493	1	22425493	F	127	97.64	2.36
1.22425497	1	22425497	F	127	88.98	11.02
1.22425609	1	22425609	R	137	65.69	34.31
1.22425630	1	22425630	R	136	88.24	11.76
1.22483605	1	22483605	F	137	88.32	11.68
1.22483678	1	22483678	R	236	75.42	24.58
1.22497425	1	22497425	F	10	100.00	0.00
1.22510523	1	22510523	F	122	64.75	35.25
1.22510761	1	22510761	R	86	65.12	34.88
1.22533178	1	22533178	F	183	17.49	82.51
1.22533187	1	22533187	F	184	4.35	95.65
1.22533189	1	22533189	F	182	15.93	84.07
1.22533201	1	22533201	F	179	3.91	96.09
1.22533291	1	22533291	F	211	4.27	95.73
1.22533306	1	22533306	F	212	3.77	96.23
1.22533308	1	22533308	F	203	0.99	99.01
1.22533316	1	22533316	F	202	5.94	94.06
1.22533328	1	22533328	F	204	15.20	84.80
1.22533351	1	22533351	F	153	3.27	96.73
1.22533369	1	22533369	F	146	0.00	100.00
1.22533371	1	22533371	F	149	3.36	96.64
1.22533385	1	22533385	F	153	0.00	100.00
1.22533390	1	22533390	F	154	1.95	98.05
1.22533392	1	22533392	F	153	5.88	94.12
1.22533454	1	22533454	F	150	7.33	92.67
1.22533457	1	22533457	F	149	0.67	99.33
1.22533465	1	22533465	F	149	0.00	100.00
1.22533477	1	22533477	F	150	1.33	98.67
1.22533490	1	22533490	F	141	1.42	98.58
1.22533500	1	22533500	F	133	0.75	99.25
1.22533524	1	22533524	F	131	3.82	96.18
1.22533538	1	22533538	F	122	4.92	95.08
1.22533548	1	22533548	F	131	0.76	99.24
1.22533553	1	22533553	F	132	3.79	96.21
1.22533558	1	22533558	F	132	2.27	97.73
1.22533567	1	22533567	F	131	2.29	97.71
1.22533642	1	22533642	F	232	0.86	99.14
1.22533653	1	22533653	F	219	4.57	95.43
1.22533665	1	22533665	F	233	13.30	86.70
1.22533670	1	22533670	F	205	4.88	95.12
1.22533675	1	22533675	F	226	0.00	100.00
1.22533681	1	22533681	F	217	1.38	98.62
1.22533683	1	22533683	F	215	0.00	100.00
1.22533685	1	22533685	F	213	1.88	98.12
1.22533690	1	22533690	F	222	4.05	95.95
1.22533709	1	22533709	F	159	3.14	96.86
1.22533719	1	22533719	F	160	3.75	96.25
1.22533721	1	22533721	F	160	0.62	99.38
1.22533724	1	22533724	F	155	1.94	98.06
1.22533727	1	22533727	F	149	4.03	95.97
1.22533730	1	22533730	F	142	1.41	98.59
1.22533735	1	22533735	F	162	0.62	99.38
1.22533742	1	22533742	F	159	0.63	99.37
1.22533744	1	22533744	F	153	0.65	99.35
1.22533759	1	22533759	F	130	0.00	100.00
1.22533784	1	22533784	F	163	3.07	96.93
1.22533801	1	22533801	F	155	0.00	100.00
1.22533811	1	22533811	F	156	0.00	100.00
1.22533813	1	22533813	F	158	0.00	100.00
1.22533815	1	22533815	F	153	0.65	99.35
1.22533823	1	22533823	F	163	2.45	97.55
1.22533826	1	22533826	F	160	1.25	98.75
1.22533834	1	22533834	F	159	0.00	100.00
1.22533914	1	22533914	F	136	3.68	96.32
1.22533918	1	22533918	F	129	1.55	98.45
1.22533926	1	22533926	F	133	6.02	93.98
1.22533946	1	22533946	F	130	6.15	93.85
1.22533949	1	22533949	F	127	3.15	96.85
1.22533958	1	22533958	F	134	5.22	94.78
1.22533965	1	22533965	F	129	2.33	97.67
1.22533976	1	22533976	F	131	0.00	100.00
1.22533981	1	22533981	F	132	0.76	99.24
1.22533986	1	22533986	F	132	3.03	96.97
1.22534069	1	22534069	F	173	1.73	98.27
1.22534085	1	22534085	F	168	9.52	90.48
1.22534103	1	22534103	F	141	4.26	95.74
1.22534112	1	22534112	F	171	1.17	98.83
1.22533243	1	22533243	R	149	0.67	99.33
1.22533252	1	22533252	R	152	5.26	94.74
1.22533263	1	22533263	R	152	2.63	97.37
1.22533268	1	22533268	R	148	4.05	95.95
1.22533288	1	22533288	R	152	3.29	96.71
1.22533292	1	22533292	R	152	6.58	93.42
1.22533307	1	22533307	R	241	2.90	97.10
1.22533309	1	22533309	R	239	2.09	97.91
1.22533317	1	22533317	R	211	3.32	96.68
1.22533329	1	22533329	R	248	14.92	85.08
1.22533352	1	22533352	R	250	2.00	98.00
1.22533406	1	22533406	R	219	0.46	99.54
1.22533412	1	22533412	R	210	3.81	96.19
1.22533418	1	22533418	R	182	3.85	96.15
1.22533433	1	22533433	R	225	1.78	98.22
1.22533439	1	22533439	R	225	0.44	99.56
1.22533446	1	22533446	R	227	0.00	100.00
1.22533455	1	22533455	R	221	0.45	99.55
1.22533478	1	22533478	R	10	10.00	90.00
1.22533491	1	22533491	R	207	5.80	94.20
1.22533501	1	22533501	R	189	1.06	98.94
1.22533516	1	22533516	R	195	1.54	98.46
1.22533525	1	22533525	R	207	3.38	96.62
1.22533602	1	22533602	R	130	6.92	93.08
1.22533610	1	22533610	R	131	1.53	98.47
1.22533612	1	22533612	R	131	2.29	97.71
1.22533624	1	22533624	R	139	8.63	91.37
1.22533638	1	22533638	R	136	0.00	100.00
1.22533643	1	22533643	R	139	1.44	98.56
1.22533654	1	22533654	R	164	6.10	93.90
1.22533666	1	22533666	R	172	12.79	87.21
1.22533671	1	22533671	R	171	3.51	96.49
1.22533676	1	22533676	R	173	1.73	98.27
1.22533682	1	22533682	R	169	5.92	94.08
1.22533684	1	22533684	R	167	5.39	94.61
1.22533686	1	22533686	R	173	5.20	94.80
1.22533691	1	22533691	R	173	5.20	94.80
1.22533695	1	22533695	R	172	5.23	94.77
1.22533704	1	22533704	R	173	7.51	92.49
1.22533736	1	22533736	R	190	1.58	98.42
1.22533743	1	22533743	R	188	3.19	96.81
1.22533745	1	22533745	R	191	2.09	97.91
1.22533760	1	22533760	R	188	1.60	98.40
1.22533764	1	22533764	R	186	0.00	100.00
1.22533766	1	22533766	R	187	0.00	100.00
1.22533768	1	22533768	R	189	3.17	96.83
1.22533772	1	22533772	R	187	4.28	95.72
1.22533774	1	22533774	R	185	0.00	100.00
1.22533776	1	22533776	R	191	0.52	99.48
1.22533785	1	22533785	R	190	1.58	98.42
1.22533866	1	22533866	R	136	0.00	100.00
1.22533872	1	22533872	R	131	0.76	99.24
1.22533877	1	22533877	R	132	0.00	100.00
1.22533880	1	22533880	R	129	0.78	99.22
1.22533888	1	22533888	R	128	2.34	97.66
1.22533891	1	22533891	R	129	5.43	94.57
1.22533895	1	22533895	R	139	2.16	97.84
1.22533902	1	22533902	R	132	2.27	97.73
1.22533906	1	22533906	R	141	0.00	100.00
1.22533915	1	22533915	R	140	0.00	100.00
1.22533919	1	22533919	R	110	0.91	99.09
1.22533927	1	22533927	R	107	1.87	98.13
1.22533947	1	22533947	R	109	4.59	95.41
1.22533950	1	22533950	R	104	0.96	99.04
1.22533959	1	22533959	R	113	1.77	98.23
1.22534027	1	22534027	R	168	0.60	99.40
1.22534051	1	22534051	R	170	1.76	98.24
1.22534053	1	22534053	R	169	0.59	99.41
1.22534060	1	22534060	R	172	2.33	97.67
1.22534065	1	22534065	R	171	3.51	96.49
1.22534104	1	22534104	R	242	2.07	97.93
1.22534113	1	22534113	R	167	10.18	89.82
1.22534131	1	22534131	R	264	0.00	100.00
1.22534139	1	22534139	R	260	2.31	97.69
1.22534141	1	22534141	R	268	2.24	97.76
1.22534153	1	22534153	R	265	3.40	96.60
1.22557574	1	22557574	R	11	100.00	0.00
1.22557592	1	22557592	R	11	100.00	0.00
1.22557595	1	22557595	R	11	100.00	0.00
1.22568029	1	22568029	F	134	90.30	9.70
1.22600821	1	22600821	F	157	88.54	11.46
1.22600831	1	22600831	F	153	81.05	18.95
1.22600897	1	22600897	R	113	84.07	15.93
1.22612370	1	22612370	F	193	78.76	21.24
1.22612584	1	22612584	R	145	77.93	22.07
1.22728150	1	22728150	F	188	36.17	63.83
1.22728163	1	22728163	F	190	34.21	65.79
1.22728229	1	22728229	R	209	28.71	71.29
1.22805359	1	22805359	F	111	70.27	29.73
1.22805390	1	22805390	F	111	11.71	88.29
1.22805600	1	22805600	F	105	4.76	95.24
1.22805637	1	22805637	F	59	0.00	100.00
1.22805832	1	22805832	F	77	1.30	98.70
1.22805835	1	22805835	F	78	0.00	100.00
1.22805838	1	22805838	F	75	2.67	97.33
1.22805844	1	22805844	F	75	2.67	97.33
1.22805847	1	22805847	F	77	5.19	94.81
1.22805850	1	22805850	F	69	1.45	98.55
1.22805856	1	22805856	F	72	4.17	95.83
1.22805868	1	22805868	F	68	0.00	100.00
1.22805874	1	22805874	F	202	0.99	99.01
1.22805883	1	22805883	F	190	1.05	98.95
1.22805916	1	22805916	F	202	0.50	99.50
1.22805919	1	22805919	F	199	0.00	100.00
1.22805925	1	22805925	F	201	0.00	100.00
1.22805947	1	22805947	F	201	0.00	100.00
1.22805955	1	22805955	F	190	1.58	98.42
1.22805962	1	22805962	F	200	1.50	98.50
1.22805968	1	22805968	F	198	0.00	100.00
1.22806000	1	22806000	F	184	1.09	98.91
1.22806003	1	22806003	F	181	0.00	100.00
1.22806009	1	22806009	F	154	0.00	100.00
1.22806017	1	22806017	F	174	2.30	97.70
1.22806025	1	22806025	F	186	0.54	99.46
1.22806028	1	22806028	F	175	0.57	99.43
1.22806036	1	22806036	F	78	0.00	100.00
1.22806046	1	22806046	F	175	2.29	97.71
1.22806070	1	22806070	F	14	0.00	100.00
1.22806074	1	22806074	F	14	0.00	100.00
1.22806076	1	22806076	F	13	0.00	100.00
1.22806089	1	22806089	F	14	0.00	100.00
1.22806111	1	22806111	F	201	0.50	99.50
1.22806117	1	22806117	F	201	0.00	100.00
1.22806121	1	22806121	F	199	1.51	98.49
1.22806124	1	22806124	F	201	0.50	99.50
1.22806135	1	22806135	F	200	1.00	99.00
1.22806137	1	22806137	F	196	2.55	97.45
1.22806144	1	22806144	F	200	6.50	93.50
1.22806223	1	22806223	F	165	1.82	98.18
1.22806242	1	22806242	F	166	3.01	96.99
1.22806272	1	22806272	F	256	1.56	98.44
1.22806278	1	22806278	F	90	0.00	100.00
1.22806283	1	22806283	F	90	5.56	94.44
1.22806289	1	22806289	F	91	2.20	97.80
1.22805601	1	22805601	R	48	0.00	100.00
1.22805785	1	22805785	R	156	0.00	100.00
1.22805790	1	22805790	R	170	4.12	95.88
1.22805798	1	22805798	R	140	0.00	100.00
1.22805813	1	22805813	R	173	0.58	99.42
1.22805822	1	22805822	R	181	2.21	97.79
1.22805833	1	22805833	R	181	0.00	100.00
1.22805884	1	22805884	R	156	0.64	99.36
1.22805917	1	22805917	R	149	1.34	98.66
1.22805920	1	22805920	R	154	0.00	100.00
1.22805926	1	22805926	R	155	0.00	100.00
1.22805956	1	22805956	R	169	0.59	99.41
1.22805963	1	22805963	R	171	0.00	100.00
1.22805969	1	22805969	R	144	1.39	98.61
1.22805977	1	22805977	R	117	0.00	100.00
1.22805984	1	22805984	R	171	0.58	99.42
1.22805997	1	22805997	R	177	0.00	100.00
1.22806001	1	22806001	R	173	2.89	97.11
1.22806010	1	22806010	R	169	1.18	98.82
1.22806018	1	22806018	R	171	1.75	98.25
1.22806026	1	22806026	R	173	1.16	98.84
1.22806029	1	22806029	R	171	0.00	100.00
1.22806037	1	22806037	R	173	1.16	98.84
1.22806047	1	22806047	R	166	1.81	98.19
1.22806057	1	22806057	R	172	1.16	98.84
1.22806075	1	22806075	R	15	0.00	100.00
1.22806077	1	22806077	R	15	0.00	100.00
1.22806090	1	22806090	R	15	0.00	100.00
1.22806095	1	22806095	R	14	0.00	100.00
1.22806202	1	22806202	R	120	2.50	97.50
1.22806210	1	22806210	R	120	0.00	100.00
1.22806218	1	22806218	R	111	1.80	98.20
1.22806224	1	22806224	R	280	2.14	97.86
1.22806243	1	22806243	R	158	1.90	98.10
1.22806273	1	22806273	R	164	1.22	98.78
1.22806279	1	22806279	R	69	4.35	95.65
1.22806284	1	22806284	R	78	1.28	98.72
1.22806290	1	22806290	R	88	2.27	97.73
1.22806312	1	22806312	R	89	2.25	97.75
1.22857909	1	22857909	F	68	92.65	7.35
1.22857950	1	22857950	R	84	89.29	10.71
1.22874477	1	22874477	R	957	88.82	11.18
1.22874491	1	22874491	R	999	88.29	11.71
1.22874514	1	22874514	R	1002	74.95	25.05
1.22874526	1	22874526	R	1013	94.08	5.92
1.22891213	1	22891213	F	117	91.45	8.55
1.22891259	1	22891259	R	116	87.07	12.93
1.22894826	1	22894826	F	186	50.54	49.46
1.22894848	1	22894848	F	182	76.37	23.63
1.22894893	1	22894893	R	228	59.65	40.35
1.22894926	1	22894926	R	229	49.78	50.22
1.22934225	1	22934225	R	106	94.34	5.66
1.22945134	1	22945134	F	36	80.56	19.44
1.22945144	1	22945144	F	35	91.43	8.57
1.22945145	1	22945145	R	67	89.55	10.45
1.22945170	1	22945170	R	67	47.76	52.24
1.22991838	1	22991838	F	11	100.00	0.00
1.22991872	1	22991872	F	11	54.55	45.45
1.22997632	1	22997632	F	98	88.78	11.22
1.22997637	1	22997637	F	97	92.78	7.22
1.22997642	1	22997642	F	98	90.82	9.18
1.22997651	1	22997651	F	98	89.80	10.20
1.22997669	1	22997669	F	97	88.66	11.34
1.22997678	1	22997678	F	97	90.72	9.28
1.22997827	1	22997827	R	89	84.27	15.73
1.22997837	1	22997837	R	88	90.91	9.09
1.23012841	1	23012841	R	138	95.65	4.35
1.23012878	1	23012878	R	134	91.04	8.96
1.23027082	1	23027082	F	165	98.79	1.21
1.23027087	1	23027087	F	159	98.11	1.89
1.23027094	1	23027094	F	159	94.97	5.03
1.23027099	1	23027099	F	159	99.37	0.63
1.23027106	1	23027106	F	161	89.44	10.56
1.23027088	1	23027088	R	139	94.96	5.04
1.23027095	1	23027095	R	143	96.50	3.50
1.23027100	1	23027100	R	143	99.30	0.70
1.23027107	1	23027107	R	142	95.77	4.23
1.23027137	1	23027137	R	151	96.69	3.31
1.23041703	1	23041703	F	134	73.13	26.87
1.23041940	1	23041940	R	24	100.00	0.00
1.23041951	1	23041951	R	25	92.00	8.00
1.23059251	1	23059251	F	166	70.48	29.52
1.23059384	1	23059384	F	39	84.62	15.38
1.23059365	1	23059365	R	126	67.46	32.54
1.23059385	1	23059385	R	128	66.41	33.59
1.23059634	1	23059634	R	23	82.61	17.39
1.23059649	1	23059649	R	23	82.61	17.39
1.23059662	1	23059662	R	23	100.00	0.00
1.23101807	1	23101807	F	195	94.36	5.64
1.23101888	1	23101888	F	159	96.86	3.14
1.23101895	1	23101895	F	160	96.88	3.12
1.23101898	1	23101898	F	159	97.48	2.52
1.23101919	1	23101919	F	156	89.74	10.26
1.23101928	1	23101928	F	157	95.54	4.46
1.23101934	1	23101934	F	150	87.33	12.67
1.23102102	1	23102102	F	126	96.83	3.17
1.23102117	1	23102117	F	125	93.60	6.40
1.23102141	1	23102141	F	124	85.48	14.52
1.23102152	1	23102152	F	118	94.92	5.08
1.23102043	1	23102043	R	195	97.44	2.56
1.23102069	1	23102069	R	198	94.95	5.05
1.23102092	1	23102092	R	199	97.99	2.01
1.23102262	1	23102262	R	145	98.62	1.38
1.23102301	1	23102301	R	142	97.89	2.11
1.23107267	1	23107267	F	97	93.81	6.19
1.23107274	1	23107274	F	97	96.91	3.09
1.23107291	1	23107291	F	79	96.20	3.80
1.23107299	1	23107299	F	83	100.00	0.00
1.23107307	1	23107307	F	84	100.00	0.00
1.23107315	1	23107315	F	81	95.06	4.94
1.23154702	1	23154702	F	215	91.63	8.37
1.23154864	1	23154864	R	183	80.33	19.67
1.23184650	1	23184650	F	192	55.73	44.27
1.23184730	1	23184730	F	10	80.00	20.00
1.23184751	1	23184751	F	10	80.00	20.00
1.23184731	1	23184731	R	229	51.53	48.47
1.23214650	1	23214650	F	91	30.77	69.23
1.23214929	1	23214929	F	268	41.04	58.96
1.23214993	1	23214993	F	71	28.17	71.83
1.23214881	1	23214881	R	69	42.03	57.97
1.23214913	1	23214913	R	70	37.14	62.86
1.23214930	1	23214930	R	70	51.43	48.57
1.23214994	1	23214994	R	203	32.02	67.98
1.23215108	1	23215108	R	108	57.41	42.59
1.23215114	1	23215114	R	109	56.88	43.12
1.23247076	1	23247076	F	172	78.49	21.51
1.23247130	1	23247130	R	228	76.32	23.68
1.23247413	1	23247413	R	33	72.73	27.27
1.23248112	1	23248112	F	267	94.38	5.62
1.23248194	1	23248194	R	171	83.63	16.37
1.23254191	1	23254191	F	177	62.15	37.85
1.23254276	1	23254276	R	73	54.79	45.21
1.23254300	1	23254300	R	72	50.00	50.00
1.23254308	1	23254308	R	73	54.79	45.21
1.23254322	1	23254322	R	73	63.01	36.99
1.23256031	1	23256031	F	163	1.23	98.77
1.23256036	1	23256036	F	162	0.62	99.38
1.23256055	1	23256055	F	150	2.67	97.33
1.23256124	1	23256124	F	14	0.00	100.00
1.23256130	1	23256130	F	14	0.00	100.00
1.23256144	1	23256144	F	15	0.00	100.00
1.23256160	1	23256160	F	213	0.00	100.00
1.23256176	1	23256176	F	213	0.94	99.06
1.23256182	1	23256182	F	215	0.00	100.00
1.23256192	1	23256192	F	208	0.96	99.04
1.23256210	1	23256210	F	192	0.52	99.48
1.23256278	1	23256278	F	117	0.00	100.00
1.23256288	1	23256288	F	112	0.00	100.00
1.23256290	1	23256290	F	116	0.86	99.14
1.23256296	1	23256296	F	106	0.00	100.00
1.23256304	1	23256304	F	110	0.00	100.00
1.23256306	1	23256306	F	114	0.00	100.00
1.23256309	1	23256309	F	109	0.00	100.00
1.23256316	1	23256316	F	111	0.00	100.00
1.23256089	1	23256089	R	189	1.06	98.94
1.23256094	1	23256094	R	177	1.13	98.87
1.23256101	1	23256101	R	191	0.00	100.00
1.23256113	1	23256113	R	191	0.00	100.00
1.23256125	1	23256125	R	190	0.00	100.00
1.23256131	1	23256131	R	11	0.00	100.00
1.23256145	1	23256145	R	12	0.00	100.00
1.23256153	1	23256153	R	12	0.00	100.00
1.23256211	1	23256211	R	222	0.00	100.00
1.23256214	1	23256214	R	190	0.53	99.47
1.23256221	1	23256221	R	216	0.93	99.07
1.23256229	1	23256229	R	219	0.00	100.00
1.23256234	1	23256234	R	212	0.00	100.00
1.23256236	1	23256236	R	217	0.00	100.00
1.23256245	1	23256245	R	215	0.00	100.00
1.23256357	1	23256357	R	100	0.00	100.00
1.23256360	1	23256360	R	101	0.00	100.00
1.23256366	1	23256366	R	101	0.00	100.00
1.23256368	1	23256368	R	102	0.00	100.00
1.23256380	1	23256380	R	102	0.00	100.00
1.23256387	1	23256387	R	100	0.00	100.00
1.23256389	1	23256389	R	100	0.00	100.00
1.23256393	1	23256393	R	94	0.00	100.00
1.23256398	1	23256398	R	100	2.00	98.00
1.23256611	1	23256611	F	80	2.50	97.50
1.23256617	1	23256617	F	81	0.00	100.00
1.23256622	1	23256622	F	77	0.00	100.00
1.23256631	1	23256631	F	81	0.00	100.00
1.23256633	1	23256633	F	81	0.00	100.00
1.23256644	1	23256644	F	79	0.00	100.00
1.23256647	1	23256647	F	76	0.00	100.00
1.23256673	1	23256673	F	93	0.00	100.00
1.23256707	1	23256707	F	88	0.00	100.00
1.23256733	1	23256733	F	188	0.00	100.00
1.23256739	1	23256739	F	188	0.00	100.00
1.23256744	1	23256744	F	188	0.00	100.00
1.23256751	1	23256751	F	187	0.00	100.00
1.23256753	1	23256753	F	186	0.00	100.00
1.23256759	1	23256759	F	185	0.00	100.00
1.23256763	1	23256763	F	178	0.56	99.44
1.23256769	1	23256769	F	178	0.00	100.00
1.23256771	1	23256771	F	179	0.00	100.00
1.23256776	1	23256776	F	184	0.00	100.00
1.23256781	1	23256781	F	175	0.00	100.00
1.23256916	1	23256916	F	151	2.65	97.35
1.23256926	1	23256926	F	147	0.00	100.00
1.23256932	1	23256932	F	89	0.00	100.00
1.23256954	1	23256954	F	150	0.00	100.00
1.23256964	1	23256964	F	146	0.68	99.32
1.23256585	1	23256585	R	89	0.00	100.00
1.23256587	1	23256587	R	90	0.00	100.00
1.23256590	1	23256590	R	89	0.00	100.00
1.23256593	1	23256593	R	90	0.00	100.00
1.23256598	1	23256598	R	91	0.00	100.00
1.23256608	1	23256608	R	86	0.00	100.00
1.23256612	1	23256612	R	89	0.00	100.00
1.23256618	1	23256618	R	74	0.00	100.00
1.23256623	1	23256623	R	73	0.00	100.00
1.23256632	1	23256632	R	78	0.00	100.00
1.23256634	1	23256634	R	80	0.00	100.00
1.23256645	1	23256645	R	80	2.50	97.50
1.23256648	1	23256648	R	80	0.00	100.00
1.23256653	1	23256653	R	79	1.27	98.73
1.23256708	1	23256708	R	59	0.00	100.00
1.23256713	1	23256713	R	59	0.00	100.00
1.23256872	1	23256872	R	250	0.00	100.00
1.23256874	1	23256874	R	251	0.00	100.00
1.23256880	1	23256880	R	251	0.00	100.00
1.23256887	1	23256887	R	252	2.78	97.22
1.23256900	1	23256900	R	252	0.00	100.00
1.23256906	1	23256906	R	253	0.40	99.60
1.23256917	1	23256917	R	252	0.79	99.21
1.23257129	1	23257129	R	72	0.00	100.00
1.23257139	1	23257139	R	74	0.00	100.00
1.23257161	1	23257161	R	74	0.00	100.00
1.23263797	1	23263797	F	14	14.29	85.71
1.23264098	1	23264098	F	23	26.09	73.91
1.23264137	1	23264137	R	17	23.53	76.47
1.23343267	1	23343267	F	248	71.37	28.63
1.23343270	1	23343270	F	248	78.63	21.37
1.23343423	1	23343423	F	10	30.00	70.00
1.23343424	1	23343424	R	308	85.71	14.29
1.23344445	1	23344445	F	118	94.07	5.93
1.23344497	1	23344497	R	174	98.85	1.15
1.23349304	1	23349304	F	26	76.92	23.08
1.23349569	1	23349569	R	93	87.10	12.90
1.23352739	1	23352739	F	56	89.29	10.71
1.23352763	1	23352763	F	55	92.73	7.27
1.23352780	1	23352780	F	43	76.74	23.26
1.23352875	1	23352875	R	141	88.65	11.35
1.23354729	1	23354729	F	196	97.96	2.04
1.23354781	1	23354781	R	111	94.59	5.41
1.23372660	1	23372660	F	267	94.76	5.24
1.23372854	1	23372854	R	101	99.01	0.99
1.23372862	1	23372862	R	106	100.00	0.00
1.23377962	1	23377962	F	134	58.96	41.04
1.23378005	1	23378005	F	137	88.32	11.68
1.23378054	1	23378054	R	151	86.09	13.91
1.23378058	1	23378058	R	150	90.67	9.33
1.23378068	1	23378068	R	152	91.45	8.55
1.23378088	1	23378088	R	156	96.79	3.21
1.23378593	1	23378593	F	113	96.46	3.54
1.23378598	1	23378598	F	112	98.21	1.79
1.23378731	1	23378731	R	170	98.82	1.18
1.23378889	1	23378889	R	85	94.12	5.88
1.23378905	1	23378905	R	84	96.43	3.57
1.23378922	1	23378922	R	85	92.94	7.06
1.23382504	1	23382504	F	125	0.80	99.20
1.23382707	1	23382707	F	93	3.23	96.77
1.23382718	1	23382718	F	91	0.00	100.00
1.23382721	1	23382721	F	96	0.00	100.00
1.23382730	1	23382730	F	95	0.00	100.00
1.23382802	1	23382802	F	206	0.49	99.51
1.23382808	1	23382808	F	205	0.00	100.00
1.23382810	1	23382810	F	201	0.00	100.00
1.23382821	1	23382821	F	208	0.00	100.00
1.23382823	1	23382823	F	200	0.00	100.00
1.23382827	1	23382827	F	207	0.00	100.00
1.23382830	1	23382830	F	205	0.00	100.00
1.23382835	1	23382835	F	206	0.97	99.03
1.23382838	1	23382838	F	187	0.53	99.47
1.23382847	1	23382847	F	204	0.00	100.00
1.23382877	1	23382877	F	24	0.00	100.00
1.23382886	1	23382886	F	24	0.00	100.00
1.23382908	1	23382908	F	58	1.72	98.28
1.23382913	1	23382913	F	57	0.00	100.00
1.23382916	1	23382916	F	57	0.00	100.00
1.23382931	1	23382931	F	58	0.00	100.00
1.23382937	1	23382937	F	58	5.17	94.83
1.23382950	1	23382950	F	157	0.00	100.00
1.23382958	1	23382958	F	158	0.00	100.00
1.23382964	1	23382964	F	158	0.00	100.00
1.23382971	1	23382971	F	158	0.00	100.00
1.23382976	1	23382976	F	158	1.27	98.73
1.23382994	1	23382994	F	160	0.00	100.00
1.23383097	1	23383097	F	134	0.75	99.25
1.23383107	1	23383107	F	134	0.00	100.00
1.23383109	1	23383109	F	135	0.00	100.00
1.23383114	1	23383114	F	133	0.00	100.00
1.23383118	1	23383118	F	134	0.00	100.00
1.23383122	1	23383122	F	133	0.00	100.00
1.23383127	1	23383127	F	122	0.00	100.00
1.23383133	1	23383133	F	114	0.00	100.00
1.23383141	1	23383141	F	130	0.00	100.00
1.23383145	1	23383145	F	36	2.78	97.22
1.23383150	1	23383150	F	33	3.03	96.97
1.23383152	1	23383152	F	31	0.00	100.00
1.23383155	1	23383155	F	33	0.00	100.00
1.23383167	1	23383167	F	31	0.00	100.00
1.23383169	1	23383169	F	33	0.00	100.00
1.23383173	1	23383173	F	33	0.00	100.00
1.23383215	1	23383215	F	140	0.00	100.00
1.23383221	1	23383221	F	138	1.45	98.55
1.23383224	1	23383224	F	139	0.00	100.00
1.23383227	1	23383227	F	139	0.00	100.00
1.23383231	1	23383231	F	138	0.00	100.00
1.23383233	1	23383233	F	138	0.00	100.00
1.23383252	1	23383252	F	139	0.72	99.28
1.23383255	1	23383255	F	138	0.00	100.00
1.23383258	1	23383258	F	137	0.73	99.27
1.23383263	1	23383263	F	139	0.00	100.00
1.23383326	1	23383326	F	16	0.00	100.00
1.23383331	1	23383331	F	17	0.00	100.00
1.23383333	1	23383333	F	17	0.00	100.00
1.23383345	1	23383345	F	17	0.00	100.00
1.23383352	1	23383352	F	97	0.00	100.00
1.23383378	1	23383378	F	98	0.00	100.00
1.23383392	1	23383392	F	210	0.00	100.00
1.23383399	1	23383399	F	208	0.00	100.00
1.23383427	1	23383427	F	188	0.00	100.00
1.23383442	1	23383442	F	197	0.00	100.00
1.23382683	1	23382683	R	280	1.07	98.93
1.23382700	1	23382700	R	287	0.00	100.00
1.23382708	1	23382708	R	285	0.00	100.00
1.23382719	1	23382719	R	79	0.00	100.00
1.23382722	1	23382722	R	86	0.00	100.00
