length	gc
ENSG00000143315	7038	0.398692810457516
ENSG00000143318	2157	0.505795085767269
ENSG00000143319	5229	0.505641614075349
ENSG00000143320	1082	0.586876155268022
ENSG00000143321	3674	0.484757757212847
ENSG00000143322	16676	0.428220196689854
ENSG00000143324	8913	0.395601929765511
ENSG00000143333	2408	0.506229235880399
ENSG00000143337	4692	0.453751065643649
ENSG00000143340	2781	0.57641136281913
ENSG00000143341	18739	0.444207268264048
ENSG00000143344	5306	0.475499434602337
ENSG00000143353	2941	0.352601156069364
ENSG00000143355	10442	0.409500095767094
ENSG00000143365	6517	0.565444222801903
ENSG00000143367	3878	0.489427539969056
ENSG00000143368	1704	0.511737089201878
ENSG00000143369	3360	0.556547619047619
ENSG00000143373	6324	0.579063883617963
ENSG00000143374	4020	0.510199004975124
ENSG00000143375	6616	0.542472793228537
ENSG00000143376	16711	0.41236311411645
ENSG00000143379	7375	0.482576271186441
ENSG00000143382	6432	0.60976368159204
ENSG00000143384	6222	0.516714882674381
ENSG00000143387	8447	0.432579614064165
ENSG00000143390	4555	0.496377607025247
ENSG00000143393	5456	0.491935483870968
ENSG00000143398	5405	0.469565217391304
ENSG00000143401	3605	0.490984743411928
ENSG00000143412	1594	0.54642409033877
ENSG00000143416	3476	0.534234752589183
ENSG00000143420	4619	0.478891534964278
ENSG00000143434	5776	0.607167590027701
ENSG00000143436	1740	0.530459770114942
ENSG00000143437	6448	0.445874689826303
ENSG00000143442	12192	0.455462598425197
ENSG00000143443	2320	0.515086206896552
ENSG00000143450	4633	0.470537448737319
ENSG00000143452	2412	0.383084577114428
ENSG00000143457	3334	0.382423515296941
ENSG00000143458	9189	0.449994558711503
ENSG00000143469	14480	0.349309392265193
ENSG00000143473	12867	0.405611253594466
ENSG00000143476	4923	0.415803371927686
ENSG00000143479	10297	0.448868602505584
ENSG00000143493	5326	0.422455876830642
ENSG00000143494	9086	0.463240149680828
ENSG00000143498	2891	0.419923901764095
ENSG00000143499	4889	0.480875434649213
ENSG00000143502	5336	0.497938530734633
ENSG00000143507	2827	0.443933498408207
ENSG00000143512	3290	0.50516717325228
ENSG00000143514	5979	0.429837765512628
ENSG00000143515	7597	0.537054100302751
ENSG00000143520	9124	0.46788689171416
ENSG00000143536	1902	0.446898002103049
ENSG00000143537	6584	0.622873633049818
ENSG00000143543	1482	0.526315789473684
ENSG00000143545	2751	0.499454743729553
ENSG00000143546	891	0.535353535353535
ENSG00000143549	15130	0.471381361533377
ENSG00000143552	5889	0.4381049414162
ENSG00000143553	1517	0.520105471324984
ENSG00000143554	5470	0.595246800731261
ENSG00000143556	486	0.547325102880658
ENSG00000143569	7503	0.485272557643609
ENSG00000143570	3388	0.513282172373081
ENSG00000143575	3428	0.497666277712952
ENSG00000143578	2902	0.537560303239145
ENSG00000143590	1944	0.618312757201646
ENSG00000143595	2292	0.567190226876091
ENSG00000143603	13599	0.524818001323627
ENSG00000143612	2670	0.468913857677903
ENSG00000143614	9244	0.470467330160104
ENSG00000143621	2261	0.467049977885891
ENSG00000143622	4041	0.444444444444444
ENSG00000143624	10467	0.500716537689883
ENSG00000143627	3168	0.545138888888889
ENSG00000143630	4241	0.579580287668003
ENSG00000143631	12793	0.349800672242633
ENSG00000143632	2381	0.618647627047459
ENSG00000143633	5413	0.436911139848513
ENSG00000143641	7712	0.545643153526971
ENSG00000143643	4212	0.447056030389364
ENSG00000143653	2141	0.425502101821579
ENSG00000143669	28005	0.368862703088734
ENSG00000143702	10939	0.395465764695128
ENSG00000143727	4160	0.443269230769231
ENSG00000143740	10190	0.568498527968597
ENSG00000143742	2220	0.379279279279279
ENSG00000143748	4615	0.439219934994583
ENSG00000143753	2446	0.46238757154538
ENSG00000143756	6020	0.378571428571429
ENSG00000143761	3232	0.57085396039604
ENSG00000143768	2286	0.547681539807524
ENSG00000143771	5090	0.470137524557957
ENSG00000143772	7072	0.594457013574661
ENSG00000143774	4725	0.626031746031746
ENSG00000143776	14233	0.371811986229186
ENSG00000143786	6367	0.51672687293859
ENSG00000143793	4308	0.603296193129062
ENSG00000143797	8694	0.414653784219002
ENSG00000143799	18399	0.464264362193597
ENSG00000143801	16397	0.498200890406782
ENSG00000143811	3602	0.559133814547474
ENSG00000143815	5710	0.4569176882662
ENSG00000143816	4005	0.64394506866417
ENSG00000143819	2476	0.573909531502423
ENSG00000143839	1749	0.498570611778159
ENSG00000143842	7420	0.569272237196766
ENSG00000143845	4513	0.564369598936406
ENSG00000143847	9718	0.58417369829183
ENSG00000143850	9656	0.481048053024027
ENSG00000143851	5906	0.540128682695564
ENSG00000143858	7811	0.536679042376136
ENSG00000143862	1975	0.613670886075949
ENSG00000143867	5279	0.572078045084296
ENSG00000143869	9267	0.533074349843531
ENSG00000143870	4096	0.44287109375
ENSG00000143878	2367	0.574566962399662
ENSG00000143882	3502	0.462021701884637
ENSG00000143891	2616	0.5
ENSG00000143921	10179	0.493565183220356
ENSG00000143924	8354	0.391429255446493
ENSG00000143933	7113	0.422606495149726
ENSG00000143942	1309	0.362872421695951
ENSG00000143947	2941	0.456307378442707
ENSG00000143952	5447	0.418579034330824
ENSG00000143954	1845	0.499728997289973
ENSG00000143970	13238	0.401797854660825
ENSG00000143971	7477	0.337836030493513
ENSG00000143977	1764	0.418367346938776
ENSG00000143994	4630	0.501079913606912
ENSG00000143995	10942	0.422774629866569
ENSG00000144010	1650	0.374545454545455
ENSG00000144015	1699	0.4437904649794
ENSG00000144021	4828	0.481980115990058
ENSG00000144026	12434	0.437188354511822
ENSG00000144028	11188	0.46344297461566
ENSG00000144029	13738	0.425243849177464
ENSG00000144031	2526	0.624703087885986
ENSG00000144034	2004	0.387724550898204
ENSG00000144035	1085	0.521658986175115
ENSG00000144036	10197	0.403648131803472
ENSG00000144040	10979	0.503597777575371
ENSG00000144043	4623	0.4531689379191
ENSG00000144045	2885	0.471750433275563
ENSG00000144048	4342	0.399355135882082
ENSG00000144057	7229	0.452759717803292
ENSG00000144061	19581	0.397528216127879
ENSG00000144063	2623	0.546702249332825
ENSG00000144115	7353	0.509587923296614
ENSG00000144118	2865	0.473298429319372
ENSG00000144119	1905	0.668241469816273
ENSG00000144120	2588	0.533616692426584
ENSG00000144134	6008	0.505659121171771
ENSG00000144136	5493	0.428727471327144
ENSG00000144152	6580	0.528419452887538
ENSG00000144161	6543	0.415100106984564
ENSG00000144182	2279	0.434401053093462
ENSG00000144191	4343	0.515542251899609
ENSG00000144199	2662	0.503005259203606
ENSG00000144214	1114	0.397666068222621
ENSG00000144218	15701	0.429463091522833
ENSG00000144224	4998	0.38875550220088
ENSG00000144227	2709	0.453672942045035
ENSG00000144228	6499	0.357747345745499
ENSG00000144229	6708	0.463923673225999
ENSG00000144230	2671	0.59153874953201
ENSG00000144231	5222	0.463806970509383
ENSG00000144233	5413	0.48605209680399
ENSG00000144278	6641	0.38759223008583
ENSG00000144283	9537	0.488413547237077
ENSG00000144285	18954	0.37664872850058
ENSG00000144290	7550	0.401456953642384
ENSG00000144306	4144	0.408542471042471
ENSG00000144331	5417	0.448033967140484
ENSG00000144339	5856	0.417520491803279
ENSG00000144354	4696	0.408432708688245
ENSG00000144355	3570	0.537254901960784
ENSG00000144357	10065	0.384798807749627
ENSG00000144362	1488	0.413306451612903
ENSG00000144366	12016	0.346621171770972
ENSG00000144369	5731	0.37777002268365
ENSG00000144381	7629	0.434132913881243
ENSG00000144395	9678	0.410828683612317
ENSG00000144406	19623	0.45319268205677
ENSG00000144407	4429	0.450214495371416
ENSG00000144410	1245	0.461847389558233
ENSG00000144426	26515	0.367904959456911
ENSG00000144451	8235	0.400364298724954
ENSG00000144452	9614	0.384647389224048
ENSG00000144455	6944	0.41719470046083
ENSG00000144468	6926	0.444412359226105
ENSG00000144481	7928	0.438446014127144
ENSG00000144485	1954	0.707267144319345
ENSG00000144488	5179	0.665186329407222
ENSG00000144504	11613	0.495651425127013
ENSG00000144524	6066	0.472304648862512
ENSG00000144535	11337	0.534532945223604
ENSG00000144550	2313	0.58063121487246
ENSG00000144554	11855	0.434415858287642
ENSG00000144560	7199	0.458396999583275
ENSG00000144566	3767	0.416511813113884
ENSG00000144579	4614	0.622886866059818
ENSG00000144589	5697	0.597156398104265
ENSG00000144591	6874	0.552371254000582
ENSG00000144596	11889	0.538228614685844
ENSG00000144597	4909	0.449582399674068
ENSG00000144619	9123	0.42080455990354
ENSG00000144635	6113	0.430230655979061
ENSG00000144642	18437	0.397136193523892
ENSG00000144644	7229	0.362014109835385
ENSG00000144645	12243	0.437719513191211
ENSG00000144649	12406	0.485007254554248
ENSG00000144655	3230	0.629411764705882
ENSG00000144659	2662	0.508264462809917
ENSG00000144668	8270	0.494679564691657
ENSG00000144671	3659	0.538398469527193
ENSG00000144674	10837	0.383870074743933
ENSG00000144677	5876	0.489448604492852
ENSG00000144681	4237	0.466367713004484
ENSG00000144711	10181	0.553678420587369
ENSG00000144712	5204	0.604919292851653
ENSG00000144713	3714	0.495961227786753
ENSG00000144724	14625	0.416273504273504
ENSG00000144730	9561	0.499843112645121
ENSG00000144736	5833	0.378707354705983
ENSG00000144741	21792	0.426395007342144
ENSG00000144744	4106	0.402338041889917
ENSG00000144746	2555	0.4
ENSG00000144747	7911	0.374415371002402
ENSG00000144749	7043	0.498935112878035
ENSG00000144771	1575	0.431111111111111
ENSG00000144791	12676	0.488718838750394
ENSG00000144792	6513	0.402579456471672
ENSG00000144802	5902	0.468654693324297
ENSG00000144810	9408	0.439519557823129
ENSG00000144821	7957	0.381802186753802
ENSG00000144824	12309	0.410268908928426
ENSG00000144827	3026	0.373430270984798
ENSG00000144834	1716	0.536713286713287
ENSG00000144837	2169	0.477639465191332
ENSG00000144840	6427	0.423992531507702
ENSG00000144843	4615	0.501625135427952
ENSG00000144847	4899	0.389058991630945
ENSG00000144848	6110	0.409165302782324
ENSG00000144852	5383	0.51866988668029
ENSG00000144857	10330	0.545595353339787
ENSG00000144867	4190	0.454892601431981
ENSG00000144868	8408	0.487274024738344
ENSG00000144891	3478	0.427257044278321
ENSG00000144893	14345	0.428232833739979
ENSG00000144895	5905	0.367993226079594
ENSG00000144908	13712	0.435457992998833
ENSG00000144909	4598	0.43214441061331
ENSG00000144935	4808	0.392470881863561
ENSG00000144959	4808	0.452995008319468
ENSG00000144962	2129	0.423203381869422
ENSG00000145002	2888	0.543282548476454
ENSG00000145012	25631	0.400140454917873
ENSG00000145014	4561	0.538478403858803
ENSG00000145020	5675	0.54625550660793
ENSG00000145022	2742	0.545222465353756
ENSG00000145029	3542	0.526538678712592
ENSG00000145040	1498	0.574098798397864
ENSG00000145050	2139	0.520804114071996
ENSG00000145075	4978	0.416834069907593
ENSG00000145087	11085	0.384844384303112
ENSG00000145088	1770	0.385875706214689
ENSG00000145103	2995	0.459098497495826
ENSG00000145107	1899	0.453396524486572
ENSG00000145113	21021	0.550687407830265
ENSG00000145147	11067	0.469684648052769
ENSG00000145191	7203	0.496876301541025
ENSG00000145192	2216	0.531137184115523
ENSG00000145194	4729	0.585747515330937
ENSG00000145198	5908	0.635240352064997
ENSG00000145214	4983	0.517760385310054
ENSG00000145216	13014	0.369986168741355
ENSG00000145217	4293	0.530631260191009
ENSG00000145220	2304	0.458767361111111
ENSG00000145242	9833	0.403132309569816
ENSG00000145244	10086	0.416517945667262
ENSG00000145246	7978	0.421283529706693
ENSG00000145247	2483	0.438179621425695
ENSG00000145248	2551	0.524108192865543
ENSG00000145283	1623	0.421441774491682
ENSG00000145284	4231	0.494445757504136
ENSG00000145287	3787	0.423026142064959
ENSG00000145293	2083	0.43254920787326
ENSG00000145321	2095	0.361336515513127
ENSG00000145332	7354	0.396790862115855
ENSG00000145335	6202	0.41841341502741
ENSG00000145348	10829	0.382306768861391
ENSG00000145349	15626	0.371944195571483
ENSG00000145354	6352	0.385705289672544
ENSG00000145358	2994	0.467267869071476
ENSG00000145362	55143	0.390838365703716
ENSG00000145365	5876	0.431245745405037
ENSG00000145375	9313	0.403844088907978
ENSG00000145384	2226	0.32973944294699
ENSG00000145386	2748	0.437045123726346
ENSG00000145388	6838	0.381836794384323
ENSG00000145390	11949	0.360783329148883
ENSG00000145391	13909	0.423610611834064
ENSG00000145414	4777	0.383085618589073
ENSG00000145423	1996	0.50751503006012
ENSG00000145425	2280	0.435087719298246
ENSG00000145428	4144	0.453667953667954
ENSG00000145431	5998	0.425141713904635
ENSG00000145439	5110	0.394324853228963
ENSG00000145451	9526	0.330463993281545
ENSG00000145476	9767	0.441077096344835
ENSG00000145491	1815	0.560330578512397
ENSG00000145494	887	0.547914317925592
ENSG00000145506	2912	0.672733516483516
ENSG00000145526	6485	0.326137239784117
ENSG00000145536	5863	0.520723179259765
ENSG00000145545	7631	0.429563622067881
ENSG00000145555	13982	0.448934344156773
ENSG00000145592	8040	0.419278606965174
ENSG00000145604	17377	0.381999194337342
ENSG00000145623	7174	0.44494006133259
ENSG00000145626	8489	0.439509954058193
ENSG00000145632	4647	0.419195179685819
ENSG00000145649	896	0.427455357142857
ENSG00000145675	16323	0.410402499540526
ENSG00000145681	6198	0.360116166505324
ENSG00000145685	7977	0.451046759433371
ENSG00000145687	11498	0.400765350495738
ENSG00000145692	3487	0.435904789217092
ENSG00000145700	6526	0.396567575850444
ENSG00000145703	10161	0.412557819112292
ENSG00000145708	2468	0.457860615883306
ENSG00000145715	5237	0.435554706893259
ENSG00000145721	3996	0.370870870870871
ENSG00000145723	4169	0.350683617174382
ENSG00000145725	17270	0.371974522292994
ENSG00000145730	7523	0.457264389206434
ENSG00000145734	12400	0.386693548387097
ENSG00000145736	6330	0.397156398104265
ENSG00000145740	5439	0.380216951645523
ENSG00000145741	5584	0.379477077363897
ENSG00000145743	8125	0.425846153846154
ENSG00000145757	2926	0.384142173615858
ENSG00000145777	4263	0.436077879427633
ENSG00000145779	8506	0.412414766047496
ENSG00000145780	5697	0.389678778304371
ENSG00000145781	2439	0.416154161541615
ENSG00000145782	8867	0.378256456524191
ENSG00000145794	9042	0.429108604291086
ENSG00000145808	5392	0.457529673590504
ENSG00000145817	3698	0.390210924824229
ENSG00000145819	17158	0.462291642382562
ENSG00000145824	1975	0.552911392405063
ENSG00000145826	2131	0.437353355232285
ENSG00000145832	12510	0.472262190247802
ENSG00000145833	9205	0.37392721347094
ENSG00000145839	605	0.409917355371901
ENSG00000145850	1516	0.431398416886544
ENSG00000145860	4614	0.46987429562202
ENSG00000145861	2411	0.464122770634591
ENSG00000145863	3596	0.407675194660734
ENSG00000145864	17138	0.391936048547088
ENSG00000145868	8722	0.406902086677368
ENSG00000145879	1545	0.40453074433657
ENSG00000145882	6039	0.499751614505713
ENSG00000145888	2443	0.463364715513713
ENSG00000145901	5793	0.483169342309684
ENSG00000145907	20038	0.396147320091826
ENSG00000145908	4411	0.376558603491272
ENSG00000145911	5985	0.611194653299916
ENSG00000145912	1476	0.541327913279133
ENSG00000145916	7704	0.53141225337487
ENSG00000145919	2386	0.486169321039396
ENSG00000145920	7020	0.586039886039886
ENSG00000145936	6036	0.500828363154407
ENSG00000145945	1948	0.586242299794661
ENSG00000145949	6697	0.414065999701359
ENSG00000145979	8300	0.47566265060241
ENSG00000145982	4838	0.529557668458041
ENSG00000145990	10686	0.469118472768108
ENSG00000145996	4602	0.415036940460669
ENSG00000146005	4532	0.550529567519859
ENSG00000146006	6097	0.384451369525996
ENSG00000146007	1709	0.462258630778233
ENSG00000146013	1988	0.548289738430584
ENSG00000146021	11853	0.432633088669535
ENSG00000146038	5004	0.411670663469225
ENSG00000146039	4641	0.444731738849386
ENSG00000146047	569	0.474516695957821
ENSG00000146049	1383	0.518438177874187
ENSG00000146054	7338	0.565004088307441
ENSG00000146063	12811	0.521583014596831
ENSG00000146066	654	0.553516819571865
ENSG00000146067	5848	0.50359097127223
ENSG00000146070	2059	0.471588149587178
ENSG00000146072	3595	0.492072322670375
ENSG00000146083	5627	0.587702150346543
ENSG00000146085	3811	0.372605615324062
ENSG00000146090	3015	0.585737976782753
ENSG00000146094	5181	0.609920864697935
ENSG00000146109	2943	0.464831804281346
ENSG00000146122	12955	0.528598996526438
ENSG00000146143	5652	0.386942675159236
ENSG00000146151	4779	0.355513705796192
ENSG00000146166	5829	0.345170698232973
ENSG00000146192	10166	0.550757426716506
ENSG00000146197	7819	0.518736411305794
ENSG00000146205	6294	0.605020654591675
ENSG00000146215	2482	0.54955680902498
ENSG00000146216	10231	0.621737855537093
ENSG00000146221	3086	0.533700583279326
ENSG00000146223	7811	0.462040711816669
ENSG00000146232	2581	0.584269662921348
ENSG00000146233	3111	0.378334940533591
ENSG00000146242	3481	0.524274633725941
ENSG00000146243	7463	0.367948546161061
ENSG00000146247	17998	0.36287365262807
ENSG00000146250	2444	0.428805237315876
ENSG00000146263	21793	0.365392557243151
ENSG00000146276	3775	0.449801324503311
ENSG00000146278	2992	0.471590909090909
ENSG00000146281	4703	0.399319583244737
ENSG00000146282	17631	0.386818671657875
ENSG00000146285	9066	0.419258769027134
ENSG00000146352	11219	0.364560121222925
ENSG00000146360	1947	0.598356445814073
ENSG00000146373	12887	0.366415767828044
ENSG00000146374	4957	0.409723623159169
ENSG00000146376	4592	0.408754355400697
ENSG00000146378	1217	0.371405094494659
ENSG00000146383	1038	0.445086705202312
ENSG00000146385	1085	0.406451612903226
ENSG00000146399	2871	0.297109021246952
ENSG00000146411	5572	0.409906676238335
ENSG00000146414	17695	0.346142978242441
ENSG00000146416	8431	0.417981259637054
ENSG00000146425	2953	0.526583135794108
ENSG00000146426	11571	0.469017371013741
ENSG00000146433	5533	0.444243629134285
ENSG00000146453	2206	0.496826835902085
ENSG00000146457	6413	0.419616404179011
ENSG00000146463	7905	0.411891208096142
ENSG00000146469	1585	0.369716088328076
ENSG00000146477	3234	0.477427334570192
ENSG00000146530	6711	0.358813887647147
ENSG00000146535	6111	0.496318114874816
ENSG00000146540	4961	0.623866156016932
ENSG00000146555	12241	0.571358549138142
ENSG00000146556	1684	0.611638954869359
ENSG00000146576	2724	0.607562408223201
ENSG00000146587	6959	0.393591033194424
ENSG00000146592	11681	0.426162143652085
ENSG00000146618	640	0.625
ENSG00000146648	15941	0.466658302490433
ENSG00000146670	3901	0.538579851320174
ENSG00000146674	4569	0.503173560954257
ENSG00000146676	9232	0.414103119584055
ENSG00000146678	1642	0.503045066991474
ENSG00000146701	3641	0.527876956879978
ENSG00000146707	1879	0.514103246407664
ENSG00000146731	3846	0.407436297451898
ENSG00000146733	2762	0.471759594496741
ENSG00000146755	2493	0.520657841957481
ENSG00000146757	3513	0.344719612866496
ENSG00000146776	8585	0.462550960978451
ENSG00000146802	7831	0.388073043034095
ENSG00000146809	4910	0.396537678207739
ENSG00000146826	3263	0.612319950965369
ENSG00000146828	8901	0.58510279743849
ENSG00000146830	7058	0.603853782941343
ENSG00000146833	4832	0.441639072847682
ENSG00000146834	3372	0.609134045077106
ENSG00000146839	8872	0.575631199278629
ENSG00000146842	4669	0.398372242450203
ENSG00000146856	7307	0.374435472834268
ENSG00000146857	1443	0.535689535689536
ENSG00000146858	1766	0.578708946772367
ENSG00000146859	2313	0.522265456117596
ENSG00000146872	14835	0.441995281429053
ENSG00000146904	4697	0.519693421332766
ENSG00000146909	7793	0.477094828692416
ENSG00000146910	4060	0.472906403940887
ENSG00000146918	7105	0.440253342716397
ENSG00000146926	2375	0.586947368421053
ENSG00000146938	7439	0.394811130528297
ENSG00000146950	8218	0.570333414456072
ENSG00000146955	2706	0.502217294900222
ENSG00000146963	6316	0.427644078530716
ENSG00000146966	5175	0.468599033816425
ENSG00000147010	16293	0.474927883139999
ENSG00000147027	4040	0.454950495049505
ENSG00000147036	10298	0.397941347834531
ENSG00000147041	4820	0.426141078838174
ENSG00000147044	19788	0.369062057812816
ENSG00000147050	27742	0.36810612068344
ENSG00000147059	2787	0.506996770721206
ENSG00000147065	11407	0.457789076882616
ENSG00000147081	3027	0.398083911463495
ENSG00000147082	5412	0.450665188470067
ENSG00000147099	22888	0.403530234183852
ENSG00000147100	4292	0.529123951537745
ENSG00000147117	2516	0.435214626391097
ENSG00000147118	3598	0.410227904391329
ENSG00000147119	2396	0.619782971619366
ENSG00000147123	3396	0.517962308598351
ENSG00000147124	5613	0.407625155888117
ENSG00000147127	1344	0.489583333333333
ENSG00000147130	6916	0.545691150954309
ENSG00000147133	11234	0.442763040769094
ENSG00000147138	5494	0.37331634510375
ENSG00000147140	11222	0.448939582962039
ENSG00000147144	5318	0.605678826626551
ENSG00000147145	4733	0.340376082822734
ENSG00000147155	1768	0.539027149321267
ENSG00000147160	2453	0.447615165103954
ENSG00000147162	9803	0.418545343262267
ENSG00000147164	2595	0.430828516377649
ENSG00000147166	2185	0.480549199084668
ENSG00000147168	2735	0.49981718464351
ENSG00000147180	5045	0.38414271555996
ENSG00000147183	1630	0.376687116564417
ENSG00000147202	9475	0.394195250659631
ENSG00000147206	3544	0.373871331828442
ENSG00000147223	1196	0.517558528428094
ENSG00000147224	3390	0.447492625368732
ENSG00000147246	4842	0.409954564229657
ENSG00000147251	6804	0.405937683715461
ENSG00000147255	7573	0.363528324310049
ENSG00000147256	3071	0.499837186584175
ENSG00000147257	3281	0.44193843340445
ENSG00000147262	4433	0.4446198962328
ENSG00000147274	5882	0.446956817409045
ENSG00000147316	27241	0.43397819463309
ENSG00000147324	6868	0.510629004076878
ENSG00000147364	11438	0.419478929882847
ENSG00000147378	1072	0.568097014925373
ENSG00000147381	3370	0.552818991097923
ENSG00000147383	1996	0.506012024048096
ENSG00000147394	4968	0.533816425120773
ENSG00000147400	1887	0.474297827239004
ENSG00000147403	4602	0.545197740112994
ENSG00000147408	7632	0.444575471698113
ENSG00000147416	7797	0.409901244068231
ENSG00000147419	4410	0.468480725623583
ENSG00000147421	6633	0.465551032715212
ENSG00000147432	2597	0.458991143627262
ENSG00000147434	2596	0.429892141756549
ENSG00000147437	1764	0.40702947845805
ENSG00000147439	5072	0.460764984227129
ENSG00000147443	2041	0.584027437530622
ENSG00000147454	7996	0.482616308154077
ENSG00000147457	4698	0.523414218816518
ENSG00000147459	15989	0.442053912064544
ENSG00000147465	4443	0.518568534773801
ENSG00000147475	8736	0.43853021978022
ENSG00000147481	10600	0.389811320754717
ENSG00000147485	5239	0.38423363237259
ENSG00000147488	14438	0.413492173431223
ENSG00000147509	3205	0.512948517940718
ENSG00000147526	12573	0.44738725841088
ENSG00000147533	7474	0.403666042279904
ENSG00000147536	5447	0.489076555902332
ENSG00000147570	3663	0.3996723996724
ENSG00000147571	1288	0.558229813664596
ENSG00000147573	3079	0.452419616758688
ENSG00000147576	3378	0.494079336885731
ENSG00000147586	1817	0.440286186020914
ENSG00000147588	3524	0.352156640181612
ENSG00000147592	1932	0.406832298136646
ENSG00000147596	2368	0.516891891891892
ENSG00000147601	15706	0.382146950210111
ENSG00000147604	2700	0.598148148148148
ENSG00000147606	6257	0.355122263065367
ENSG00000147613	2897	0.387642388677943
ENSG00000147614	2940	0.437755102040816
ENSG00000147642	7029	0.402190923317684
ENSG00000147647	3813	0.450301599790191
ENSG00000147649	7876	0.41810563737938
ENSG00000147650	10011	0.393467186095295
ENSG00000147654	7884	0.377346524606799
ENSG00000147655	4355	0.47646383467279
ENSG00000147669	1673	0.338314405260012
ENSG00000147676	3438	0.424374636416521
ENSG00000147677	6431	0.392629451096253
ENSG00000147679	5244	0.369565217391304
ENSG00000147684	16591	0.450183834609125
ENSG00000147687	4778	0.439514441188782
ENSG00000147689	6317	0.547253443090074
ENSG00000147697	2670	0.413483146067416
ENSG00000147724	14064	0.468145620022753
ENSG00000147753	1466	0.480218281036835
ENSG00000147761	1466	0.461800818553888
ENSG00000147789	10242	0.505565319273579
ENSG00000147799	5049	0.534363240245593
ENSG00000147804	4982	0.633681252509033
ENSG00000147852	16507	0.42388077785182
ENSG00000147853	4395	0.503299203640501
ENSG00000147854	9919	0.390462748260913
ENSG00000147862	12763	0.378359319909112
ENSG00000147869	1231	0.484159220146223
ENSG00000147872	5011	0.491119537018559
ENSG00000147873	988	0.403846153846154
ENSG00000147874	7719	0.42725741676383
ENSG00000147883	4000	0.4165
ENSG00000147885	939	0.397231096911608
ENSG00000147889	3885	0.395624195624196
ENSG00000147894	7015	0.378047042052744
ENSG00000147896	1164	0.390893470790378
ENSG00000147905	3957	0.401061410159211
ENSG00000147912	6028	0.453384207033842
ENSG00000147955	3123	0.5741274415626
ENSG00000147996	12673	0.346405744496173
ENSG00000148019	14355	0.375548589341693
ENSG00000148053	33162	0.427477232977504
ENSG00000148082	9980	0.445591182364729
ENSG00000148090	2263	0.444984533804684
ENSG00000148120	10685	0.472437997192326
ENSG00000148136	957	0.413793103448276
ENSG00000148143	12190	0.461607875307629
ENSG00000148154	4567	0.393474928837311
ENSG00000148156	1399	0.634024303073624
ENSG00000148158	11656	0.468857240905971
ENSG00000148175	3199	0.465770553297906
ENSG00000148180	11057	0.530161888396491
ENSG00000148187	11035	0.440779338468509
ENSG00000148200	7125	0.433263157894737
ENSG00000148204	6349	0.642148369822019
ENSG00000148215	963	0.586708203530633
ENSG00000148218	4945	0.530839231547017
ENSG00000148219	10403	0.479477073920984
ENSG00000148225	4933	0.433407662679911
ENSG00000148229	2607	0.517836593785961
ENSG00000148248	3445	0.516981132075472
ENSG00000148288	4020	0.591293532338308
ENSG00000148290	1758	0.556313993174061
ENSG00000148291	999	0.626626626626627
ENSG00000148296	4414	0.54463072043498
ENSG00000148297	7235	0.573600552868003
ENSG00000148300	2654	0.533911077618689
ENSG00000148303	2238	0.531277926720286
ENSG00000148308	3592	0.59075723830735
ENSG00000148331	4622	0.596495023799221
ENSG00000148334	6084	0.60387902695595
ENSG00000148337	8690	0.541426927502877
ENSG00000148339	5926	0.576105298683766
ENSG00000148341	6842	0.572639579070447
ENSG00000148344	1891	0.564780539397144
ENSG00000148346	1596	0.579573934837093
ENSG00000148356	9862	0.55536402352464
ENSG00000148358	9139	0.491082175292702
ENSG00000148377	1356	0.426991150442478
ENSG00000148384	6847	0.650211771578794
ENSG00000148386	1657	0.580567290283645
ENSG00000148396	11301	0.540837094062472
ENSG00000148400	12531	0.629399090256165
ENSG00000148408	9897	0.578862281499444
ENSG00000148411	7216	0.63719512195122
ENSG00000148429	7550	0.413509933774834
ENSG00000148444	2903	0.366861867034103
ENSG00000148450	1979	0.479535118746842
ENSG00000148459	1913	0.443805541035024
ENSG00000148468	4182	0.509564801530368
ENSG00000148482	2808	0.418803418803419
ENSG00000148484	4126	0.45128453708192
ENSG00000148488	7063	0.449384114398981
ENSG00000148498	7339	0.473634010083118
ENSG00000148513	5284	0.403482210446631
ENSG00000148516	8650	0.413063583815029
ENSG00000148541	6752	0.401510663507109
ENSG00000148572	1901	0.441872698579695
ENSG00000148584	9603	0.376028324481933
ENSG00000148600	7729	0.531116573942295
ENSG00000148602	2386	0.495389773679799
ENSG00000148604	4942	0.487454471873735
ENSG00000148606	15800	0.450949367088608
ENSG00000148634	15800	0.380949367088608
ENSG00000148660	8353	0.542798994373279
ENSG00000148672	14283	0.46096758384093
ENSG00000148677	1790	0.416201117318436
ENSG00000148680	3472	0.487327188940092
ENSG00000148688	4418	0.384110457220462
ENSG00000148690	8162	0.374540553785837
ENSG00000148700	6539	0.39623795687414
ENSG00000148702	3630	0.512947658402204
ENSG00000148704	5788	0.561333794056669
ENSG00000148719	5568	0.517420977011494
ENSG00000148730	7491	0.447203310639434
ENSG00000148734	9249	0.459401016326089
ENSG00000148737	6736	0.468230403800475
ENSG00000148773	12845	0.441339042428961
ENSG00000148795	3384	0.518321513002364
ENSG00000148798	3251	0.509381728698862
ENSG00000148814	11500	0.511478260869565
ENSG00000148824	5308	0.602486812358704
ENSG00000148826	2770	0.664620938628159
ENSG00000148832	2250	0.627555555555556
ENSG00000148834	1691	0.525133057362507
